Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
"164/2025";Aprovada;Preparação;"Contratação de Solução de Firewall ";CONTRATACOES_TIC;250110;9.118.309,2900;23/08/2024;20/02/2025;181;"SEIDIGI.DATASUS.CGIE";"476/2023";"Médio";5;20/02/2025;Serviço;166;SERVIÇOS DE MANUTENÇÃO E INSTALAÇÃO DE EQUIPAMENTOS DE TIC;"";"";27111;"SERVIÇOS DE INSTALAÇÃO DE COMPUTADORES E SEUS PERIFÉRICOS";"";50.000,0000;1,00000;50.000,0000
"164/2025";Aprovada;Preparação;"Contratação de Solução de Firewall ";CONTRATACOES_TIC;250110;9.118.309,2900;23/08/2024;20/02/2025;181;"SEIDIGI.DATASUS.CGIE";"476/2023";"Médio";6;20/02/2025;Serviço;168;SERVIÇOS AUXILIARES DE TECNOLOGIA DA INFORMAÇÃO  E  COMUNICAÇÃO (TIC);"";"";27260;"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"";15.000,0000;60,00000;900.000,0000
"164/2025";Aprovada;Preparação;"Contratação de Solução de Firewall ";CONTRATACOES_TIC;250110;9.118.309,2900;23/08/2024;20/02/2025;181;"SEIDIGI.DATASUS.CGIE";"476/2023";"Médio";7;20/02/2025;Serviço;929;OUTROS SERVIÇOS DE EDUCAÇÃO E TREINAMENTO;"";"";20052;"TREINAMENTO - INSTALAÇÃO / UTILIZAÇÃO EQUIPAMENTO";"";120.962,0000;1,00000;120.962,0000
"32/2025";Aprovada;Preparação;"Aquisição de Desktops";CONTRATACOES_TIC;250110;18.906.120,1500;04/10/2024;03/01/2025;91;"SEIDIGI.DATASUS.CGIE";"47/2024";"Alto";1;03/01/2025;Material;7010;COMPUTADORES;"6661";"MICROCOMPUTADOR";469792;"ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: 110 A 300, COMPONENTES ADICIONAIS: COM TECLADO E MOUSE, GABINETE: ULTRACOMPACTO, GARANTIA ON SITE: SUPERIOR A 36, MEMÓRIA RAM: SUPERIOR A 8, MONITOR: 21 A 29, NÚCLEOS POR PROCESSADOR: 4 A 8, SISTEMA OPERACIONAL: PROPRIETÁRIO";"UN";3.965,8500;4.009,00000;15.899.092,6500
"32/2025";Aprovada;Preparação;"Aquisição de Desktops";CONTRATACOES_TIC;250110;18.906.120,1500;04/10/2024;03/01/2025;91;"SEIDIGI.DATASUS.CGIE";"47/2024";"Alto";2;03/01/2025;Material;7010;COMPUTADORES;"8435";"NOTEBOOK";619309;"ALIMENTAÇÃO: BIVOLT AUTOMÁTICA, ARMAZENAMENTO HDD: SEM DISCO HDD, ARMAZENAMENTO SSD: 310 A 500, BATERIA: MINIMO DE 6 CELULAS, GARANTIA ON SITE: SUPERIOR A 36, INTERATIVIDADE DA TELA: SENSÍVEL AO TOQUE, MEMÓRIA RAM: SUPERIOR A 8, NÚCLEOS POR PROCESSADOR: SUPERIOR A 8, SISTEMA OPERACIONAL: PROPRIETÁRIO, TELA: SUPERIOR A 14";"UN";4.009,3700;750,00000;3.007.027,5000
"224/2025";Aprovada;;"Contratação de licenças de softwares especializados em edição de imagens e diagramação.";CONTRATACOES_TIC;250110;835.513,6000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGIE";"412/2024";"Médio";1;31/12/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";10.583,6000;51,00000;539.763,6000
"224/2025";Aprovada;;"Contratação de licenças de softwares especializados em edição de imagens e diagramação.";CONTRATACOES_TIC;250110;835.513,6000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGIE";"412/2024";"Médio";2;31/12/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";2.112,5000;140,00000;295.750,0000
"206/2025";Aprovada;;"Contratação de infraestrutura otimizada para proporcionar alto desempenho, escalabilidade e suporte ";CONTRATACOES_TIC;250110;23.913.520,6800;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGIE";"418/2024";"Médio";1;31/12/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";1.992.793,3900;12,00000;23.913.520,6800
"223/2025";Aprovada;;"Contratação de solução de análise de desempenho de aplicações e infraestruturas digitais";CONTRATACOES_TIC;250110;3.305.424,0000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGIE";"410/2024";"Baixo";1;31/12/2025;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);"";"";27022;"OUTROS SERVIÇOS DE  GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"UN";275.452,0000;12,00000;3.305.424,0000
"36/2025";Aprovada;;"Aquisição de válvula reguladora de vazão e pressão para pulverizador ";BENS;250110;7.500.000,0000;01/01/2025;30/06/2025;180;"SVS.DEDT.CGARB";"233/2024";"Médio";1;30/06/2025;Material;4810;VÁLVULAS ACIONADAS POR FORÇA MOTRIZ;"13285";"VALVULA REGULADORA DE VAZAO";615447;"APLICAÇÃO: INSETICIDA, DIÂMETRO: 11/16, MATERIAL: PLÁSTICO, TIPO: REGULADORA, USO: PULVERIZADOR";"UN";150,0000;50.000,00000;7.500.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"603/2024";"Baixo";1;01/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3002";"ARMADILHA ANIMAL";401271;"CARACTERÍSTICAS ADICIONAIS: TAMANHO: 2,50M (COMPRIMENTO) X 2M (ALTURA), COMPONENTES: TECIDO BRANCO, CORDAS, MATERIAL: TECIDO, TIPO: ENTOMOLÓGICA, SHANNON";"UN";200,0000;200,00000;40.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"606/2024";"Médio";1;01/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3002";"ARMADILHA ANIMAL";401272;"CARACTERÍSTICAS ADICIONAIS: CORPO PVC 4",TUBO PVC 3",ARO PVC TAMPA TIPO FUNIL, COMPONENTES: TUBO PVC, TELA MALHA FINA, BATERIA 12V, MATERIAL: PVC, TELA MALHA FINA, TIPO: ENTOMOLÓGICA, ASPIRADOR ELÉTRICO";"UN";400,0000;200,00000;80.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"605/2024";"Médio";1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3002";"ARMADILHA ANIMAL";401274;"CARACTERÍSTICAS ADICIONAIS: FILTRO HEPA 612 0,3UM, TELA LÁTEX, ASPIRADOR 12", COMPONENTES: ASPIRADOR BUCAL,ASPIRADOR FILTRO,FILTRO,TUBO,TELA, MATERIAL: PLÁSTICO POLICARBONATO, TIPO: ASPIRADOR SUCÇÃO ORAL CASTRO";"UN";150,0000;800,00000;120.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"604/2024";"Baixo";1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3002";"ARMADILHA ANIMAL";619064;"CARACTERÍSTICAS ADICIONAIS: PARTE SUPERIOR EM PVC TRANSPARENTE PERFURADO, COMPONENTES: TUBO PVC, COR VERDE EM FORMA DE COPO, MATERIAL: PVC - CLORETO DE POLIVINILA, TIPO: ENTOMOLÓGICA";"UN";100,0000;500,00000;50.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"625/2024";"Baixo";1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3002";"ARMADILHA ANIMAL";451476;"CARACTERÍSTICAS ADICIONAIS: 220 V, REATOR, LÂMPADA FLUORESCENTE, COMPONENTES: CONE DE COBERTURA E CAPTURA, FOTOCÉLULA, HALETAS,, MATERIAL: POLIESTIRENO, TIPO: LUMINOSA";"UN";500,0000;100,00000;50.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEDT.CGZV";"626/2024";"Baixo";1;30/09/2025;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;"4569";"CARREGADOR BATERIA";363025;"CARACTERÍSTICAS ADICIONAIS: SISTEMA FLUTUADOR AUTOMÁTICO DE TENSÃO, DISJUNTOR, TENSÃO SAÍDA: 24, TIPO: DIGITAL, MICROPROCESSADO";"UN";850,0000;80,00000;68.000,0000
"370/2025";Aprovada;;"Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV";BENS;250110;415.100,0000;03/04/2025;30/09/2025;180;"SVS.DEIDT.CGZV";"627/2024";"Baixo";1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3764";"PULVERIZADOR COSTAL MANUAL";340199;"CAPACIDADE TANQUE: 15, MATERIAL TANQUE: POLIETILENO, PESO BRUTO MÁXIMO: 4";"UN";710,0000;10,00000;7.100,0000
"152/2025";Aprovada;;"Aquisição de equipamentos para controle de praga";BENS;250110;2.764.000,0000;03/04/2025;30/06/2025;88;"SVS.DEDT.CGARB";"235/2024";"Médio";1;30/06/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"3764";"PULVERIZADOR COSTAL MANUAL";457420;"APLICAÇÃO: INSETICIDA, CAPACIDADE TANQUE: 18, CARACTERÍSTICAS ADICIONAIS: BATERIA RECARREGÁVEL. BIVOLT, MANGUEIRA TRANÇADA, MATERIAL TANQUE: POLIETILENO";"UN";491,0000;2.000,00000;982.000,0000
"152/2025";Aprovada;;"Aquisição de equipamentos para controle de praga";BENS;250110;2.764.000,0000;03/04/2025;30/06/2025;88;"SVS.DEDT.CGARB";"240/2024";"Médio";1;30/06/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;"1352";"PULVERIZADOR COSTAL MOTORIZADO";615216;"ALTURA: 65, CAPACIDADE TANQUE COMBUSTÍVEL: 2, CAPACIDADE TANQUE DEFENSIVO: 10, COMPRIMENTO: 55, LARGURA: 40, MATERIAL: AÇO CARBONO, PESO: 25, ROTAÇÃO MOTOR: 7.600, TIPO COMBUSTÍVEL: GASOLINA, TIPO IGNIÇÃO MOTOR: SISTEMA CONVENCIONAL";"UN";891,0000;2.000,00000;1.782.000,0000
"381/2025";Aprovada;Encerrada;"Serviço de computação em nuvem e tecnologia da informação (Cloud Broker).";SERVICOS;250110;120.097.640,5200;30/01/2025;28/02/2025;29;"SEIDIGI.DATASUS.CGIE";"649/2024";"Alto";1;28/02/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;"";"";26050;"INFRAESTRUTURA COMO SERVICO - IAAS";"";1,7700;59.937.876,00000;106.090.040,5200
"381/2025";Aprovada;Encerrada;"Serviço de computação em nuvem e tecnologia da informação (Cloud Broker).";SERVICOS;250110;120.097.640,5200;30/01/2025;28/02/2025;29;"SEIDIGI.DATASUS.CGIE";"649/2024";"Alto";2;28/02/2025;Serviço;173;SERVIÇOS  DE  CONSULTORIA  EM  TECNOLOGIA  DA  INFORMAÇÃO  ECOMUNICAÇÃO (TIC);"";"";27332;"SERVIÇOS DE CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"";1.297,0000;10.800,00000;14.007.600,0000
"372/2025";Aprovada;Preparação;"Contratação dos serviços de atualização, manutenção e customização do software";CONTRATACOES_TIC;250110;3.839.000,0000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGAPSTIC";"137/2024";"Baixo";1;31/12/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27464;"LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR";"";100.000,0000;12,00000;1.200.000,0000
"372/2025";Aprovada;Preparação;"Contratação dos serviços de atualização, manutenção e customização do software";CONTRATACOES_TIC;250110;3.839.000,0000;04/07/2025;31/12/2025;180;"SEIDIGI.DATASUS.CGAPSTIC";"137/2024";"Baixo";2;31/12/2025;Serviço;173;SERVIÇOS  DE  CONSULTORIA  EM  TECNOLOGIA  DA  INFORMAÇÃO  ECOMUNICAÇÃO (TIC);"";"";27332;"SERVIÇOS DE CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC)";"";377,0000;7.000,00000;2.639.000,0000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";1;30/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;"";"";27502;"CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE";"";591.041,2500;8,00000;4.728.330,0000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";2;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";26.060,9800;15,00000;390.914,7000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";3;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";36.192,2300;12,00000;434.306,7600
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";4;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";11.474,8000;40,00000;458.992,0000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";5;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";145.862,2200;55,00000;8.022.422,1000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";6;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";73.043,1800;35,00000;2.556.511,3000
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";7;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";25.369,4900;35,00000;887.932,1500
"112/2025";Aprovada;Edição;"Serviço  de Soluções de Inteligência Artificial (IA)";CONTRATACOES_TIC;250110;17.525.308,2100;31/01/2025;30/07/2025;180;"SEIDIGI.DEMAS";"18/2024";"Baixo";8;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;"";"";25917;"DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS";"";5.737,4000;8,00000;45.899,2000
"146/2025";Aprovada;Preparação;"Serviço de impressão Declaração Nascido Vivo";SERVICOS;250110;13.927.725,0000;30/12/2024;27/06/2025;179;"SVS.DAENT";"118/2024";"Alto";1;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";9997;"GRÁFICO - FORMULÁRIOS CONTÍNUOS";"";0,6900;16.852.500,00000;11.628.225,0000
"146/2025";Aprovada;Preparação;"Serviço de impressão Declaração Nascido Vivo";SERVICOS;250110;13.927.725,0000;30/12/2024;27/06/2025;179;"SVS.DAENT";"118/2024";"Alto";2;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;"";"";9997;"GRÁFICO - FORMULÁRIOS CONTÍNUOS";"";0,7300;3.150.000,00000;2.299.500,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"614/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"18027";"CÂMARA CONSERVAÇÃO";621819;"ACESSÓRIOS: PAINEL DIGITAL, ALARME VISUAL E SONORO, 3 PRATELEI, APLICAÇÃO: CONSERVAÇÃO DE VACINA, CAPACIDADE ARMAZENAGEM: 300, CARACTERÍSTICAS ADICIONAIS: 1 PORTA, DIMENSÕES: 1,60 X 0,60 X 0,60, MATERIAL: AÇO INOXIDÁVEL, TEMPERATURA: 2 A 8, VOLTAGEM: 127/220";"UN";17.925,9400;116,00000;2.079.409,0400
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"615/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"18027";"CÂMARA CONSERVAÇÃO";621819;"ACESSÓRIOS: PAINEL DIGITAL, ALARME VISUAL E SONORO, 3 PRATELEI, APLICAÇÃO: CONSERVAÇÃO DE VACINA, CAPACIDADE ARMAZENAGEM: 300, CARACTERÍSTICAS ADICIONAIS: 1 PORTA, DIMENSÕES: 1,60 X 0,60 X 0,60, MATERIAL: AÇO INOXIDÁVEL, TEMPERATURA: 2 A 8, VOLTAGEM: 127/220";"UN";20.859,9400;1.479,00000;30.851.851,2600
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"616/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"783";"FREEZER";257547;"CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: TAMPA DUPLA AÇÃO - CONGELAMENTO E REFRIGERAÇÃO, COR: BRANCA, TENSÃO ALIMENTAÇÃO: 220, TIPO: HORIZONTAL";"UN";24.746,7700;2,00000;49.493,5400
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"617/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621815;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 55, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -10 A -35, VOLTAGEM: 127 / 220";"UN";80.000,0000;195,00000;15.600.000,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"618/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621815;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 55, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -10 A -35, VOLTAGEM: 127 / 220";"UN";132.000,0000;335,00000;44.220.000,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"619/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621816;"ALTURA: 170, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 60, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30 A -86, VOLTAGEM: 127 / 220";"UN";71.540,6200;32,00000;2.289.299,8400
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"620/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621816;"ALTURA: 170, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 60, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30 A -86, VOLTAGEM: 127 / 220";"UN";79.499,2000;83,00000;6.598.433,6000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"621/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621817;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380";"UN";300.000,0000;71,00000;21.300.000,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"622/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621817;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380";"UN";537.600,0000;41,00000;22.041.600,0000
"373/2025";Aprovada;Edição;"Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA";BENS;250110;161.020.697,2800;04/09/2024;03/03/2025;180;"SVS.DEIDT.CGPNI";"623/2024";"Médio";1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;"14072";"FREEZER VERTICAL";621817;"ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380";"UN";799.530,5000;20,00000;15.990.610,0000
"96/2025";Aprovada;;"Serviço de pesquisa especializada para a realização de coleta de dados epidemiológicos";SERVICOS;250110;8.921.120,0000;04/10/2024;03/03/2025;150;"SVS.DAENT";"208/2024";"Alto";1;03/03/2025;Serviço;837;SERVIÇOS DE PESQUISA DE MERCADO E DE OPINIÃO PÚBLICA(ENQUETE);"";"";15342;"PESQUISA / ESTUDO DE DADOS ESTATÍSTICOS";"UN";85,7800;104.000,00000;8.921.120,0000
