Número da contratação;Status da contratação;Situação da Execução;Título da contratação;Categoria da contratação;UASG Atual;Valor total da contratação;Data estimada para o início do processo de contratação;Data estimada para a conclusão do processo de contratação;Prazo estimado de duração do processo de contratação (dias);Área requisitante;Nº DFD;Prioridade;Nº do Item no DFD;Data da conclusão da Contratação no DFD;Classificação da Contratação;Código Classe/Grupo;Nome Classe/Grupo;Código PDM material;Nome do PDM material;Código material/serviço;Descrição material/serviço;Unidade Fornecimento;Valor Unitário;Quantidade;Valor Total
223/2025;Aprovada;;Contratação de solução de análise de desempenho de aplicações e infraestruturas digitais;CONTRATACOES_TIC;250110;3.305.424,00;04/07/2025;31/12/2025;180;SEIDIGI.DATASUS.CGIE;410/2024;Baixo;1;31/12/2025;Serviço;162;SERVIÇOS  DE  GERENCIAMENTO  EM TECNOLOGIA DA INFORMAÇÃO  E COMUNICAÇÃO (TIC);;;27022;OUTROS SERVIÇOS DE  GERENCIAMENTO DE INFRAESTRUTURA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC);UN;275.452,00;12;3.305.424,00
36/2025;Aprovada;;Aquisição de válvula reguladora de vazão e pressão para pulverizador ;BENS;250110;7.500.000,00;01/01/2025;30/06/2025;180;SVS.DEDT.CGARB;233/2024;Médio;1;30/06/2025;Material;4810;VÁLVULAS ACIONADAS POR FORÇA MOTRIZ;13285;VALVULA REGULADORA DE VAZAO;615447;APLICAÇÃO: INSETICIDA, DIÂMETRO: 11/16, MATERIAL: PLÁSTICO, TIPO: REGULADORA, USO: PULVERIZADOR;UN;150;50.000,00;7.500.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEDT.CGZV;603/2024;Baixo;1;01/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3002;ARMADILHA ANIMAL;401271;CARACTERÍSTICAS ADICIONAIS: TAMANHO: 2,50M (COMPRIMENTO) X 2M (ALTURA), COMPONENTES: TECIDO BRANCO, CORDAS, MATERIAL: TECIDO, TIPO: ENTOMOLÓGICA, SHANNON;UN;200;200;40.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEDT.CGZV;606/2024;Médio;1;01/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3002;ARMADILHA ANIMAL;401272;"CARACTERÍSTICAS ADICIONAIS: CORPO PVC 4,TUBO PVC 3"",ARO PVC TAMPA TIPO FUNIL, COMPONENTES: TUBO PVC, TELA MALHA FINA, BATERIA 12V, MATERIAL: PVC, TELA MALHA FINA, TIPO: ENTOMOLÓGICA, ASPIRADOR ELÉTRICO""";UN;400;200;80.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEDT.CGZV;605/2024;Médio;1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3002;ARMADILHA ANIMAL;401274;"CARACTERÍSTICAS ADICIONAIS: FILTRO HEPA 612 0,3UM, TELA LÁTEX, ASPIRADOR 12, COMPONENTES: ASPIRADOR BUCAL,ASPIRADOR FILTRO,FILTRO,TUBO,TELA, MATERIAL: PLÁSTICO POLICARBONATO, TIPO: ASPIRADOR SUCÇÃO ORAL CASTRO""";UN;150;800;120.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEDT.CGZV;604/2024;Baixo;1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3002;ARMADILHA ANIMAL;619064;CARACTERÍSTICAS ADICIONAIS: PARTE SUPERIOR EM PVC TRANSPARENTE PERFURADO, COMPONENTES: TUBO PVC, COR VERDE EM FORMA DE COPO, MATERIAL: PVC - CLORETO DE POLIVINILA, TIPO: ENTOMOLÓGICA;UN;100;500;50.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEDT.CGZV;625/2024;Baixo;1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3002;ARMADILHA ANIMAL;451476;CARACTERÍSTICAS ADICIONAIS: 220 V, REATOR, LÂMPADA FLUORESCENTE, COMPONENTES: CONE DE COBERTURA E CAPTURA, FOTOCÉLULA, HALETAS,, MATERIAL: POLIESTIRENO, TIPO: LUMINOSA;UN;500;100;50.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEDT.CGZV;626/2024;Baixo;1;30/09/2025;Material;6640;EQUIPAMENTOS E ARTIGOS DE LABORATÓRIO;4569;CARREGADOR BATERIA;363025;CARACTERÍSTICAS ADICIONAIS: SISTEMA FLUTUADOR AUTOMÁTICO DE TENSÃO, DISJUNTOR, TENSÃO SAÍDA: 24, TIPO: DIGITAL, MICROPROCESSADO;UN;850;80;68.000,00
370/2025;Aprovada;;Aquisição de ARMADILHAS ENTOMOLÓGICAS e outros itens da CGZV;BENS;250110;415.100,00;03/04/2025;30/09/2025;180;SVS.DEIDT.CGZV;627/2024;Baixo;1;30/09/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3764;PULVERIZADOR COSTAL MANUAL;340199;CAPACIDADE TANQUE: 15, MATERIAL TANQUE: POLIETILENO, PESO BRUTO MÁXIMO: 4;UN;710;10;7.100,00
152/2025;Aprovada;;Aquisição de equipamentos para controle de praga;BENS;250110;2.764.000,00;03/04/2025;30/06/2025;88;SVS.DEDT.CGARB;235/2024;Médio;1;30/06/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;3764;PULVERIZADOR COSTAL MANUAL;457420;APLICAÇÃO: INSETICIDA, CAPACIDADE TANQUE: 18, CARACTERÍSTICAS ADICIONAIS: BATERIA RECARREGÁVEL. BIVOLT, MANGUEIRA TRANÇADA, MATERIAL TANQUE: POLIETILENO;UN;491;2.000,00;982.000,00
152/2025;Aprovada;;Aquisição de equipamentos para controle de praga;BENS;250110;2.764.000,00;03/04/2025;30/06/2025;88;SVS.DEDT.CGARB;240/2024;Médio;1;30/06/2025;Material;3740;EQUIPAMENTO PARA CONTROLE DE PRAGAS, DOENÇAS E GEADAS;1352;PULVERIZADOR COSTAL MOTORIZADO;615216;ALTURA: 65, CAPACIDADE TANQUE COMBUSTÍVEL: 2, CAPACIDADE TANQUE DEFENSIVO: 10, COMPRIMENTO: 55, LARGURA: 40, MATERIAL: AÇO CARBONO, PESO: 25, ROTAÇÃO MOTOR: 7.600, TIPO COMBUSTÍVEL: GASOLINA, TIPO IGNIÇÃO MOTOR: SISTEMA CONVENCIONAL;UN;891;2.000,00;1.782.000,00
381/2025;Aprovada;Encerrada;Serviço de computação em nuvem e tecnologia da informação (Cloud Broker).;SERVICOS;250110;120.097.640,52;30/01/2025;28/02/2025;29;SEIDIGI.DATASUS.CGIE;649/2024;Alto;1;28/02/2025;Serviço;131;SERVIÇOS DE COMPUTAÇÃO EM NUVEM;;;26050;INFRAESTRUTURA COMO SERVICO - IAAS;;1,77;59.937.876,00;106.090.040,52
381/2025;Aprovada;Encerrada;Serviço de computação em nuvem e tecnologia da informação (Cloud Broker).;SERVICOS;250110;120.097.640,52;30/01/2025;28/02/2025;29;SEIDIGI.DATASUS.CGIE;649/2024;Alto;2;28/02/2025;Serviço;173;SERVIÇOS  DE  CONSULTORIA  EM  TECNOLOGIA  DA  INFORMAÇÃO  ECOMUNICAÇÃO (TIC);;;27332;SERVIÇOS DE CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC);;1.297,00;10.800,00;14.007.600,00
372/2025;Aprovada;Preparação;Contratação dos serviços de atualização, manutenção e customização do software;CONTRATACOES_TIC;250110;3.839.000,00;04/07/2025;31/12/2025;180;SEIDIGI.DATASUS.CGAPSTIC;137/2024;Baixo;1;31/12/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;27464;LICENCIAMENTO DE DIREITOS PERMANENTES  DE  USO  DE  SOFTWAREPARA SERVIDOR;;100.000,00;12;1.200.000,00
372/2025;Aprovada;Preparação;Contratação dos serviços de atualização, manutenção e customização do software;CONTRATACOES_TIC;250110;3.839.000,00;04/07/2025;31/12/2025;180;SEIDIGI.DATASUS.CGAPSTIC;137/2024;Baixo;2;31/12/2025;Serviço;173;SERVIÇOS  DE  CONSULTORIA  EM  TECNOLOGIA  DA  INFORMAÇÃO  ECOMUNICAÇÃO (TIC);;;27332;SERVIÇOS DE CONSULTORIA EM TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO (TIC);;377;7.000,00;2.639.000,00
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;1;30/07/2025;Serviço;182;SERVIÇOS DE  LICENCIAMENTO E  CONTRATOS DE TRANSFERÊNCIA DE TECNOLOGIA;;;27502;CESSÃO TEMPORÁRIA DE DIREITOS SOBRE PROGRAMAS DE COMPUTADOR LOCAÇÃO DE SOFTWARE;;591.041,25;8;4.728.330,00
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;2;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;26.060,98;15;390.914,70
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;3;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;36.192,23;12;434.306,76
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;4;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;11.474,80;40;458.992,00
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;5;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;145.862,22;55;8.022.422,10
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;6;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;73.043,18;35;2.556.511,30
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;7;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;25.369,49;35;887.932,15
112/2025;Aprovada;Edição;Serviço  de Soluções de Inteligência Artificial (IA);CONTRATACOES_TIC;250110;17.525.308,21;31/01/2025;30/07/2025;180;SEIDIGI.DEMAS;18/2024;Baixo;8;30/07/2025;Serviço;111;SERVIÇOS  DE DESENVOLVIMENTO E MANUTENÇÃO DE SOFTWARE;;;25917;DESENVOLVIMENTO DE NOVO SOFTWARE - OUTRAS LINGUAGENS;;5.737,40;8;45.899,20
146/2025;Aprovada;Preparação;Serviço de impressão Declaração Nascido Vivo;SERVICOS;250110;13.927.725,00;30/12/2024;27/06/2025;179;SVS.DAENT;118/2024;Alto;1;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;9997;GRÁFICO - FORMULÁRIOS CONTÍNUOS;;0,69;16.852.500,00;11.628.225,00
146/2025;Aprovada;Preparação;Serviço de impressão Declaração Nascido Vivo;SERVICOS;250110;13.927.725,00;30/12/2024;27/06/2025;179;SVS.DAENT;118/2024;Alto;2;27/06/2025;Serviço;891;SERVIÇOS DE REPRODUÇÃO, PUBLICAÇÃO E IMPRESSÃO;;;9997;GRÁFICO - FORMULÁRIOS CONTÍNUOS;;0,73;3.150.000,00;2.299.500,00
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;614/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;18027;CÂMARA CONSERVAÇÃO;621819;ACESSÓRIOS: PAINEL DIGITAL, ALARME VISUAL E SONORO, 3 PRATELEI, APLICAÇÃO: CONSERVAÇÃO DE VACINA, CAPACIDADE ARMAZENAGEM: 300, CARACTERÍSTICAS ADICIONAIS: 1 PORTA, DIMENSÕES: 1,60 X 0,60 X 0,60, MATERIAL: AÇO INOXIDÁVEL, TEMPERATURA: 2 A 8, VOLTAGEM: 127/220;UN;17.925,94;116;2.079.409,04
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;615/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;18027;CÂMARA CONSERVAÇÃO;621819;ACESSÓRIOS: PAINEL DIGITAL, ALARME VISUAL E SONORO, 3 PRATELEI, APLICAÇÃO: CONSERVAÇÃO DE VACINA, CAPACIDADE ARMAZENAGEM: 300, CARACTERÍSTICAS ADICIONAIS: 1 PORTA, DIMENSÕES: 1,60 X 0,60 X 0,60, MATERIAL: AÇO INOXIDÁVEL, TEMPERATURA: 2 A 8, VOLTAGEM: 127/220;UN;20.859,94;1.479,00;30.851.851,26
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;616/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;783;FREEZER;257547;CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: TAMPA DUPLA AÇÃO - CONGELAMENTO E REFRIGERAÇÃO, COR: BRANCA, TENSÃO ALIMENTAÇÃO: 220, TIPO: HORIZONTAL;UN;24.746,77;2;49.493,54
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;617/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621815;ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 55, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -10 A -35, VOLTAGEM: 127 / 220;UN;80.000,00;195;15.600.000,00
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;618/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621815;ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 55, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -10 A -35, VOLTAGEM: 127 / 220;UN;132.000,00;335;44.220.000,00
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;619/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621816;ALTURA: 170, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 60, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30 A -86, VOLTAGEM: 127 / 220;UN;71.540,62;32;2.289.299,84
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;620/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621816;ALTURA: 170, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 300, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 60, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30 A -86, VOLTAGEM: 127 / 220;UN;79.499,20;83;6.598.433,60
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;621/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621817;ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380;UN;300.000,00;71;21.300.000,00
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;622/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621817;ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380;UN;537.600,00;41;22.041.600,00
373/2025;Aprovada;Edição;Aquisição de câmaras refrigeradas, freezers, ultrafreezers e blast freezers pela SVSA;BENS;250110;161.020.697,28;04/09/2024;03/03/2025;180;SVS.DEIDT.CGPNI;623/2024;Médio;1;01/03/2025;Material;4110;EQUIPAMENTO PARA REFRIGERAÇÃO;14072;FREEZER VERTICAL;621817;ALTURA: 150, APLICAÇÃO: LABORATÓRIO, CAPACIDADE: 160, CARACTERÍSTICAS ADICIONAIS: PAINEL DE CONTROLE DIGITAL, ALARME VISUAL E SONORO, LARGURA: 80, PROFUNDIDADE: 60, QUANTIDADE DE PORTAS: 1, TEMPERATURA OPERAÇÃO: -30, VOLTAGEM: 220/380;UN;799.530,50;20;15.990.610,00
96/2025;Aprovada;;Serviço de pesquisa especializada para a realização de coleta de dados epidemiológicos;SERVICOS;250110;8.921.120,00;04/10/2024;03/03/2025;150;SVS.DAENT;208/2024;Alto;1;03/03/2025;Serviço;837;SERVIÇOS DE PESQUISA DE MERCADO E DE OPINIÃO PÚBLICA(ENQUETE);;;15342;PESQUISA / ESTUDO DE DADOS ESTATÍSTICOS;UN;85,78;104.000,00;8.921.120,00
211/2025;Devolvida;;Aquisição de veículos motorizados - CASAI BSB;BENS;250110;1.702.700,00;04/06/2025;01/12/2025;180;SESAI.CASAI.BSB;437/2024;Alto;1;01/12/2025;Material;2320;VEÍCULOS SOBRE RODAS;648;VEÍCULO TRANSPORTE PESSOAL;404398;TIPO: MICROÔNIBUS, COMBUSTÍVEL: ÓLEO DIESEL, COR: BRANCA, QUANTIDADE PORTAS: 2, CARACTERÍSTICAS ADICIONAIS: PLATAFORMA ELEVATÓRIA VEICULAR AUTOMÁTICA, CAPACIDADE PASSAGEIRO: 23, POTÊNCIA MÍNIMA: 145;UN;359.000,00;2;718.000,00
211/2025;Devolvida;;Aquisição de veículos motorizados - CASAI BSB;BENS;250110;1.702.700,00;04/06/2025;01/12/2025;180;SESAI.CASAI.BSB;437/2024;Alto;2;01/12/2025;Material;2310;VEÍCULOS MOTORIZADOS DE PASSAGEIROS;3142;AUTOMÓVEL;456358;TIPO MOTOR: MÍNIMO 2.8L, QUANTIDADE PORTAS: 4, TIPO COMBUSTÍVEL: DIESEL, POTÊNCIA: 180, TIPO CÂMBIO: MANUAL, MODELO: SUV, COR: PRETA;UN;269.000,00;3;807.000,00
211/2025;Devolvida;;Aquisição de veículos motorizados - CASAI BSB;BENS;250110;1.702.700,00;04/06/2025;01/12/2025;180;SESAI.CASAI.BSB;437/2024;Alto;3;01/12/2025;Material;2310;VEÍCULOS MOTORIZADOS DE PASSAGEIROS;3142;AUTOMÓVEL;483944;TIPO MOTOR: MÍNIMO 1.0, QUANTIDADE PORTAS: 5, TIPO COMBUSTÍVEL: ÁLCOOL / GASOLINA, POTÊNCIA: MÍNIMO DE 98, QUANTIDADE PASSAGEIRO: 5, TIPO CÂMBIO: MANUAL, MODELO: PASSEIO, OPCIONAIS: AR CONDICIONADO / DIREÇÃO HIDRÁULICA / TRAVA ELÉTR;UN;88.850,00;2;177.700,00
236/2025;Aprovada;;Contratação de empresa especializada nos serviços de carregador/estiva - CASAI SP;SERVICOS;250110;133.167,36;31/01/2025;01/08/2025;182;SESAI.CASAI.SP;460/2024;Médio;1;01/08/2025;Serviço;671;SERVIÇOS DE CARGA E DESCARGA;;;15890;ESTIVA - CARREGADOR / OPERADOR CARGA;;133.167,36;1;133.167,36
235/2025;Aprovada;;Contratação de serviços de locação de veículos;SERVICOS;250110;91.409,04;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;231/2024;Médio;1;01/06/2025;Serviço;732;SERVIÇOS DE LEASING OU ALUGUEL RELACIONADOS A OUTROS BENS;;;4014;LOCAÇÃO DE VEÍCULOS - LEVES / PESADOS;;45.704,52;2;91.409,04
232/2025;Aprovada;;Aquisição de material permanente, equipamentos e mobiliários - CASAI SP;BENS;250110;76.525,30;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;430/2024;Médio;1;01/06/2025;Material;7310;EQUIPAMENTOS PARA COZINHAR, ASSAR E SERVIR ALIMENTOS;1045;FORNO MICROONDAS;473582;CAPACIDADE: 32, POTÊNCIA: 900, VOLTAGEM: 220, CARACTERÍSTICAS ADICIONAIS: ALARME SONORO;UN;690,91;2;1.381,82
232/2025;Aprovada;;Aquisição de material permanente, equipamentos e mobiliários - CASAI SP;BENS;250110;76.525,30;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;430/2024;Médio;2;01/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;12177;SOFÁ;460085;ALTURA: 75, COR: PRETA, LARGURA: 2,01, MATERIAL ESTOFAMENTO: ESPUMA POLIURETANO, MATERIAL ESTRUTURA: MADEIRA, PROFUNDIDADE: 72, QUANTIDADE ASSENTOS: 3, REVESTIMENTO: COURO SINTÉTICO;UN;2.300,00;1;2.300,00
232/2025;Aprovada;;Aquisição de material permanente, equipamentos e mobiliários - CASAI SP;BENS;250110;76.525,30;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;430/2024;Médio;3;01/06/2025;Material;7105;MOBILIÁRIO DOMÉSTICO;12177;SOFÁ;381010;ALTURA: 760, CARACTERÍSTICAS ADICIONAIS: COM BRAÇOS EM AÇO TUBULAR, COR: PRETA, LARGURA: 1300, MATERIAL ESTOFAMENTO: ESPUMA POLIURETANO INJETADO, MATERIAL ESTRUTURA: MADEIRA COMPENSADA, PROFUNDIDADE: 650, QUANTIDADE ASSENTOS: 2, REVESTIMENTO: COURO SINTÉTICO;UN;2.000,00;2;4.000,00
232/2025;Aprovada;;Aquisição de material permanente, equipamentos e mobiliários - CASAI SP;BENS;250110;76.525,30;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;430/2024;Médio;4;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;15290;ARMÁRIO;330722;ALTURA: 77, APLICAÇÃO: BEBEDOURO PARA ÁGUA, CARACTERÍSTICAS ADICIONAIS: PRATELEIRA PARA COPOS/ESPAÇO PARA GARRAFÃO VAZIO, COR: BRANCA, LARGURA: 38, MATERIAL: MADEIRA MDF, PROFUNDIDADE: 34, QUANTIDADE PORTAS: 1, TIPO: GABINETE RACK;UN;1.175,00;22;25.850,00
232/2025;Aprovada;;Aquisição de material permanente, equipamentos e mobiliários - CASAI SP;BENS;250110;76.525,30;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;430/2024;Médio;5;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;15290;ARMÁRIO;480995;ALTURA: 2,10, LARGURA: 0,74, MATERIAL: MADEIRA MDP E MDF, PROFUNDIDADE: 45 A 50, TIPO: ALTO COM DUAS PORTAS;UN;1.071,80;2;2.143,60
232/2025;Aprovada;;Aquisição de material permanente, equipamentos e mobiliários - CASAI SP;BENS;250110;76.525,30;04/12/2024;02/06/2025;180;SESAI.CASAI.SP;430/2024;Médio;6;01/06/2025;Material;7125;ARMÁRIOS E ESTANTES;15290;ARMÁRIO;619364;ACABAMENTO SUPERFICIAL: LAMINADO MELAMÍNICO, ALTURA: 65, LARGURA: 90, MATERIAL: MDF, PROFUNDIDADE: 35, QUANTIDADE PORTAS: 2, TIPO: SUSPENSO;UN;1.309,99;2;2.619,98
